academic_title,active_country_id,adel,alt_first_names,alt_surnames,aph_id,clean_name,country_of_birth_id,creation_date,date_of_death,dob,family_status,first_name,gender,id,in_parlperiod,information_source,occupation,ortszusatz,party_id,place_of_birth,positions,prefix,religion,short_bio,surname,title,unique_id,year_of_birth
Dr.,2921044,,['Gerhard'],['Kreyssig'],,Dr. Gerhard Kreyssig,2921044.0,,1982-01-01,1899-01-01,,Gerhard,2.0,78058,"[1, 2, 3, 4]",MDB Stammdata,Volkswirtschaftler,,110.0,Crossen,['parliamentarian'],,,,Kreyssig,Dr.,,1899.0
,2921044,,['Herbert'],['Kriedemann'],,Herbert Kriedemann,2921044.0,,1977-01-01,1903-01-01,,Herbert,2.0,78059,"[1, 2, 3, 4, 5, 6]",MDB Stammdata,"Angestellter, Landwirt",,110.0,Berlin,['parliamentarian'],,,,Kriedemann,,,1903.0
,2921044,,['Verena'],['Krieger'],,Verena Krieger,2921044.0,,,1961-01-01,,Verena,1.0,78061,[11],MDB Stammdata,Studentin,,111.0,Erlangen,['parliamentarian'],,,,Krieger,,,1961.0
,2921044,,[''],['Milner-Hermann'],,Dr. Milner-Hermann,,2019-07-05 13:29:05.671931+00:00,,,,,,84094,[7],from protocol scraping 07/199 PDF/SP: Dr. Milner-Hermann (CDU/CSU),,,107.0,,,,,,Milner-Hermann,Dr.,,
,2921044,,"['Julius', 'Julius H.']",['Krizsan'],,Julius H. Krizsan,2921044.0,,,1937-01-01,,Julius H.,2.0,78063,[10],MDB Stammdata,Lehrer,,111.0,Kronstadt / Siebenbürgen,['parliamentarian'],,,,Krizsan,,,1937.0
,2921044,,['Horst'],['Krockert'],,Horst Krockert,2921044.0,,2015-01-01,1924-01-01,,Horst,2.0,78064,"[6, 7, 8]",MDB Stammdata,Pfarrer i. R.,,110.0,Wriezen / Mark Brandenburg,['parliamentarian'],,,,Krockert,,,1924.0
,2921044,,['Ich'],['Regierung'],,Ich Regierung,,2019-07-05 13:31:22.534383+00:00,,,,Ich,,84095,[7],from protocol scraping 07/212 PDF/SP: Ich war in der Regierung.,,,,,,,,,Regierung,,,
,2921044,,['Ludwig'],['Kroll'],,Ludwig Kroll,2921044.0,,1989-01-01,1915-01-01,,Ludwig,2.0,78065,"[2, 3]",MDB Stammdata,Buchhändler,,107.0,Baden-Baden,['parliamentarian'],,,,Kroll,,,1915.0
,2921044,,['Hermann'],['Kroll-Schlüter'],,Hermann Kroll-Schlüter,2921044.0,,,1939-01-01,,Hermann,2.0,78066,"[7, 8, 9, 10, 11]",MDB Stammdata,Landwirt,,107.0,Belecke,['parliamentarian'],,,,Kroll-Schlüter,,,1939.0
,2921044,,['Heinz-Jürgen'],['Kronberg'],,Heinz-Jürgen Kronberg,2921044.0,,,1959-01-01,,Heinz-Jürgen,2.0,78067,"[12, 13]",MDB Stammdata,Sozialarbeiter,,107.0,Erfurt / Thüringen,['parliamentarian'],,,,Kronberg,,,1959.0
Dr.,2921044,,['Heinrich'],['Krone'],,Dr. Heinrich Krone,2921044.0,,1989-01-01,1895-01-01,,Heinrich,2.0,78068,"[1, 2, 3, 4, 5]",MDB Stammdata,Bundesminister für die Angelegenheiten des Bundesverteidigungsrates,,107.0,Hessisch-Oldendorf,['parliamentarian'],,,,Krone,Dr.,,1895.0
,2921044,,['Ursula'],['Krone-Appuhn'],,Ursula Krone-Appuhn,2921044.0,,1988-01-01,1936-01-01,,Ursula,1.0,78069,"[8, 9, 10]",MDB Stammdata,Hausfrau,,107.0,Nordhausen / Thüringen,['parliamentarian'],,,,Krone-Appuhn,,,1936.0
Dr. Dr. h.c.,2921044,,['Friedrich'],['Kronenberg'],,Dr. Friedrich Kronenberg,2921044.0,,,1933-01-01,,Friedrich,2.0,78070,"[10, 11]",MDB Stammdata,"Dipl.-Volkswirt, Generalsekretär",,107.0,Gelsenkirchen,['parliamentarian'],,,,Kronenberg,Dr.,,1933.0
,2921044,,['Caspar'],['Krüger'],,Caspar Krüger (Neheim),2921044.0,,1984-01-01,1899-01-01,,Caspar,2.0,78071,[3],MDB Stammdata,Geschäftsführer,Neheim,107.0,Neheim-Hüsten,['parliamentarian'],,,,Krüger,,,1899.0
,2921044,,['Hans'],['Krüger'],,Hans Krüger,2921044.0,,1971-01-01,1902-01-01,,Hans,2.0,78072,"[3, 4]",MDB Stammdata,Rechtsanwalt und Notar,,107.0,Neustettin,['parliamentarian'],,,,Krüger,,,1902.0
Dr.,2921044,,['Paul'],['Krüger'],,Dr. Paul Krüger,2921044.0,,,1950-01-01,,Paul,2.0,78073,"[11, 12, 13, 14]",MDB Stammdata,Dipl.-Ingenieur,,107.0,"Güstrow / Mecklenburg, Bez. Schwerin",['parliamentarian'],,,,Krüger,Dr.,,1950.0
Dr.,2921044,,['Ewald'],['Krümmer'],,Dr. Ewald Krümmer,2921044.0,,1968-01-01,1896-01-01,,Ewald,2.0,78074,[4],MDB Stammdata,Oberbürgermeister a. D.,,109.0,Sulzbach,['parliamentarian'],,,,Krümmer,Dr.,,1896.0
,2921044,,['Georg'],['Krug'],,Georg Krug,2921044.0,,1989-01-01,1906-01-01,,Georg,2.0,78075,"[3, 4, 5]",MDB Stammdata,"Landwirt, Bürgermeister",,107.0,Altusried,['parliamentarian'],,,,Krug,,,1906.0
,2921044,,['Leben'],['vorgelesen'],,Leben vorgelesen (Dr. Arndt [Hamburg),,2019-07-05 13:37:30.864035+00:00,,,,Leben,,84096,[7],"from protocol scraping 07/241 PDF/SP: Leben, Freiheit und Eigentum hatte ich vorgelesen.",,Dr. Arndt [Hamburg,110.0,,,,,,vorgelesen,,,
,2921044,,[''],['Schwarz-SchIlling'],,Dr. Schwarz-SchIlling,,2019-07-05 13:54:32.572259+00:00,,,,,,84097,[8],from protocol scraping 08/021 PDF/SP: Dr. Schwarz-SchIlling (CDU/CSU),,,107.0,,,,,,Schwarz-SchIlling,Dr.,,
,2921044,,[''],['getan'],,getan,,2019-07-05 13:54:59.323376+00:00,,,,,,84098,[8],"from protocol scraping 08/023 PDF/SP: Herr Kollege, natürlich haben Sie das getan.",,,107.0,,,,,,getan,,,
,2921044,,[''],['Ludewlg'],,Ludewlg,,2019-07-05 13:56:09.572923+00:00,,,,,,84099,[8],from protocol scraping 08/029 PDF/SP: Ludewlg (FDP),,,109.0,,,,,,Ludewlg,,,
,2921044,,[''],['Weber_'],,Dr. Weber_ (Köln),,2019-07-05 13:56:31.609513+00:00,,,,,,84100,[8],from protocol scraping 08/032 PDF/SP: Dr. Weber_ (Köln) (SPD),,Köln,110.0,,,,,,Weber_,Dr.,,
,2921044,,[''],['Maiden'],,Maiden,,2019-07-05 13:56:40.084182+00:00,,,,,,84101,[8],from protocol scraping 08/032 PDF/SP: Vizepräsident Maiden,,,,,['Vizepräsident'],,,,Maiden,,,
,2921044,,[''],['Spör'],,Dr. Spör,,2019-07-05 13:59:09.314416+00:00,,,,,,84102,[8],from protocol scraping 08/047 PDF/SP: Dr. Spör (SPD),,,110.0,,,,,,Spör,Dr.,,
,2921044,,[''],['GallUs'],,GallUs,,2019-07-05 14:10:40.452260+00:00,,,,,,84103,[8],"from protocol scraping 08/111 PDF/SP: GallUs, Parl. Staatssekretär",,,,,['Parl. Staatssekretär'],,,,GallUs,,,
,2921044,,['eingegangen'],['wird'],,eingegangen wird (Dr. Jahn [Münster),,2019-07-05 14:11:04.079471+00:00,,,,eingegangen,,84104,[8],from protocol scraping 08/114 PDF/SP: eingegangen wird.,,Dr. Jahn [Münster,107.0,,,,,,wird,,,
,2921044,,[''],['Walther:'],,Walther:,,2019-07-05 15:02:45.632388+00:00,,,,,,84109,[10],from protocol scraping 10/018 PDF/SP: Walther: (SPD),,,,,,,,,Walther:,,,
,2921044,,[''],['DIederIch'],,Dr. DIederIch (Berlin),,2019-07-05 15:34:31.523921+00:00,,,,,,84115,[10],from protocol scraping 10/149 PDF/SP: Dr. DIederIch (Berlin) (SPD),,Berlin,110.0,,,,,,DIederIch,Dr.,,
,2921044,,[''],['Vetter'],,Vetter,,2019-07-05 15:17:29.390195+00:00,,,,,,84111,[10],from protocol scraping 10/080 PDF/SP: Senator Vetter (Berlin),,,,,['Senator'],,,,Vetter,,,
,2921044,,[''],['HIrsch'],,Dr. HIrsch,,2019-07-05 15:22:19.707083+00:00,,,,,,84112,[10],from protocol scraping 10/101 PDF/SP: Dr. HIrsch (FDP),,,109.0,,,,,,HIrsch,Dr.,,
,2921044,,[''],['Matthäuser-Maier'],,Matthäuser-Maier,,2019-07-05 14:31:52.265619+00:00,,,,,,84108,[8],from protocol scraping 08/230 PDF/SP: Frau Matthäuser-Maier (FDP),,,109.0,,,,,,Matthäuser-Maier,,,
,2921044,,['Werner'],['Kubitza'],,Werner Kubitza,2921044.0,,1995-01-01,1919-01-01,,Werner,2.0,78079,"[4, 5]",MDB Stammdata,Studienprofessor,,109.0,Breslau,['parliamentarian'],,,,Kubitza,,,1919.0
,2921044,,[''],['Nickels:'],,Nickels:,,2019-07-05 15:25:54.883811+00:00,,,,,,84113,[10],from protocol scraping 10/114 PDF/SP: Frau Nickels: (GRÜNE),,,,,,,,,Nickels:,,,
,2921044,,['Der'],['dauernd'],,Der dauernd,,2019-07-05 14:26:32.707077+00:00,,,,Der,,84106,[8],from protocol scraping 08/200 PDF/SP: Der schwätzt doch dauernd.,,,107.0,,,,,,dauernd,,,
,2921044,,['zu'],['sammeln'],,zu sammeln (Dr. Ehmke [Bonn),,2019-07-05 15:14:53.971201+00:00,,,,zu,,84110,[10],from protocol scraping 10/071 PDF/SP: zu sammeln.,,Dr. Ehmke [Bonn,110.0,,,,,,sammeln,,,
,2921044,,['Wie'],['Bundesminister'],,Wie Bundesminister,,2019-07-05 14:27:43.343893+00:00,,,,Wie,,84107,[8],"from protocol scraping 08/207 PDF/SP: Wie viele amtierende und frühere Bundesminister, Parlamentarische Staatssekretäre, Staatssekretäre und Ministerialdirektoren wohnen in bundeseigenen Wohnungen, die nach Größe und/oder Ausstattung und/oder Lage der gehobenen Klasse zuzurechnen sind, und in wieviel Fällen werden dabei Mieten gezahlt, die unter der ortsüblichen Vergleichsmiete von Wohnungen gleicher Größe, Ausstattung und/oder Lage liegen?
Bitte, Herr Staatssekretär.
Haehser, Parl. Staatssekretär",,,,,"['Parlamentarische Staatssekretäre, Staatssekretäre und Ministerialdirektoren wohnen in bundeseigenen Wohnungen, die nach Größe und/oder Ausstattung und/oder Lage gehobenen Klasse zuzurechnen sind, und in wieviel Fällen werden dabei Mieten gezahlt, die unter ortsüblichen Vergleichsmiete von Wohnungen gleicher Größe, Ausstattung und/oder Lage liegen? Bitte, Herr Staatssekretär. Haehser, Parl. Staatssekretär']",,,,Bundesminister,,,
,2921044,,['Beitrag'],['leisten'],,Beitrag leisten,,2019-07-05 15:40:24.438597+00:00,,,,Beitrag,,84116,[10],from protocol scraping 10/171 PDF/SP: Beitrag zu leisten.,,,110.0,,,,,,leisten,,,
,2921044,,['Na'],['gehört'],,Na gehört,,2019-07-05 15:32:33.270263+00:00,,,,Na,,84114,[10],"from protocol scraping 10/142 PDF/SP: Na, Herrn Hoffie haben Sie doch gehört.",,,107.0,,,,,,gehört,,,
,2921044,,[''],['BIedenkopf'],,Dr. BIedenkopf,,2019-07-05 14:13:55.302414+00:00,,,,,,84105,[8],from protocol scraping 08/131 PDF/SP: Dr. BIedenkopf (CDU/CSU),,,107.0,,,,,,BIedenkopf,Dr.,,
,2921044,,['der'],['einbringen'],,der einbringen,,2019-07-05 15:41:28.726811+00:00,,,,der,,84117,[10],from protocol scraping 10/175 PDF/SP: der Öffentlichkeit vorstellen und einbringen.,,,,,,,,,einbringen,,,
,2921044,,[''],['Mölimann'],,Mölimann,,2019-07-05 15:52:49.314935+00:00,,,,,,84118,[10],"from protocol scraping 10/219 PDF/SP: Mölimann, Staatsminister",,,,,['Staatsminister'],,,,Mölimann,,,
,2921044,,['Die'],['gefahren!'],,Die gefahren! (Dr. Müller [Bremen),,2019-07-05 15:52:58.352934+00:00,,,,Die,,84119,[10],from protocol scraping 10/219 PDF/SP: Die Wikinger sind nach Amerika gefahren!,,Dr. Müller [Bremen,,,,,,,gefahren!,,,
,2921044,,[''],['Wimxner'],,Wimxner (Neuss),,2019-07-05 15:54:29.349034+00:00,,,,,,84120,[10],from protocol scraping 10/225 PDF/SP: Wimxner,,Neuss,107.0,,,,,,Wimxner,,,
,2921044,,['Der'],['abgelehnt'],,Der abgelehnt (Voigt [Frankfurt),,2019-07-05 16:01:24.361239+00:00,,,,Der,,84121,[10],from protocol scraping 10/249 PDF/SP: Der Änderungsantrag ist abgelehnt.,,Voigt [Frankfurt,110.0,,,,,,abgelehnt,,,
,2921044,,[''],['so'],,so,,2019-07-05 19:57:50.386456+00:00,,,,,,84122,[11],from protocol scraping 11/043 PDF/SP: Das ist aber so.,,,110.0,,,,,,so,,,
,2921044,,['Barbara'],['Hall'],,Dr. Barbara Hall,,2019-07-05 21:59:53.374633+00:00,,,,Barbara,,84146,[13],from protocol scraping 13/047 PDF/SP: Dr. Barbara Hall (PDS),,,108.0,,,,,,Hall,Dr.,,
,2921044,,['Dagmar'],['Enkelmann:'],,Dr. Dagmar Enkelmann:,,2019-07-05 20:57:28.386160+00:00,,,,Dagmar,,84131,[12],from protocol scraping 12/027 PDF/SP: Dr. Dagmar Enkelmann: (PDS/Linke Liste),,,,,,,,,Enkelmann:,Dr.,,
,2921044,,['Barbara'],['HöII'],,Dr. Barbara HöII,,2019-07-05 20:58:34.479816+00:00,,,,Barbara,,84132,[12],from protocol scraping 12/031 PDF/SP: Dr. Barbara HöII (PDS/Linke Liste),,,108.0,,,,,,HöII,Dr.,,
,2921044,,[''],['Klaus-Dieter-Feige'],,Dr. Klaus-Dieter-Feige,,2019-07-05 21:04:41.338623+00:00,,,,,,84133,[12],from protocol scraping 12/059 PDF/SP: Dr. Klaus-Dieter-Feige (Bündnis 90/GRÜNE),,,,,,,,,Klaus-Dieter-Feige,Dr.,,
,2921044,,['Christine'],['Lycyga'],,Dr. Christine Lycyga,,2019-07-05 21:06:48.133069+00:00,,,,Christine,,84134,[12],from protocol scraping 12/067 PDF/SP: Dr. Christine Lycyga (SPD),,,110.0,,,,,,Lycyga,Dr.,,
,2921044,,['Barbara'],['Hält'],,Dr. Barbara Hält,,2019-07-05 21:11:13.176417+00:00,,,,Barbara,,84135,[12],from protocol scraping 12/091 PDF/SP: Dr. Barbara Hält (PDS/Linke Liste),,,108.0,,,,,,Hält,Dr.,,
,2921044,,['Jürgen'],['Stamick'],,Dr. Jürgen Stamick,,2019-07-05 21:14:54.741742+00:00,,,,Jürgen,,84136,[12],from protocol scraping 12/107 PDF/SP: Dr. Jürgen Stamick (F.D.P.),,,,,,,,,Stamick,Dr.,,
,2921044,,['Peter'],['Cartensen'],,Peter Cartensen (Nordstrand),,2019-07-05 21:20:25.322233+00:00,,,,Peter,,84137,[12],from protocol scraping 12/131 PDF/SP: Peter Harry Cartensen (Nordstrand) (CDU/CSU),,Nordstrand,107.0,,,,,,Cartensen,,,
,2921044,,['Johannes'],['Vöcking'],,Johannes Vöcking,,2019-07-05 21:21:14.999496+00:00,,,,Johannes,,84138,[12],"from protocol scraping 12/135 PDF/SP: Johannes Vöcking, Staatssekretär im Innenministerium, teilte dem Untersuchungsausschuß am 10. Dezember 1992 folgendes mit – ich zitiere –",,,,,"['Staatssekretär im Innenministerium, teilte dem Untersuchungsausschuß am . Dezember  folgendes mit – ich zitiere –']",,,,Vöcking,,,
,2921044,,['Gudrun'],['SchaichWalch'],,Gudrun SchaichWalch,,2019-07-05 21:25:46.114045+00:00,,,,Gudrun,,84139,[12],from protocol scraping 12/158 PDF/SP: Gudrun SchaichWalch,,,110.0,,,,,,SchaichWalch,,,
,2921044,,['Hermann'],['Soims'],,Dr. Hermann Soims,,2019-07-05 21:27:55.556166+00:00,,,,Hermann,,84140,[12],from protocol scraping 12/168 PDF/SP: Dr. Hermann Otto Soims (F.D.P.),,,,,,,,,Soims,Dr.,,
,2921044,,['Siegrid'],['Hoth'],,Dr. Siegrid Hoth,,,,,,Siegrid,,81850,[12],from protocol scraping 12/014 PDF/SP: Dr. Siegrid Hoth (FDP),,,109.0,,,,,,Hoth,Dr.,,
,2921044,,['Herrmann'],['Solms'],,Dr. Herrmann Solms,,,,,,Herrmann,,81342,"[12, 14]",from protocol scraping 14/137 TEI/SP: Dr. Herrmann Otto Solms,,,109.0,,['Vizepräsident'],,,,Solms,Dr.,,
,2921044,,['Eckart'],['Pick'],,Dr. Eckart Pick,,,,,,Eckart,,81969,[12],from protocol scraping 12/020 PDF/SP: Dr. Eckart Pick (SPD),,,110.0,,,,,,Pick,Dr.,,
,2921044,,['CDU/CSU'],['Fischer'],,CDU/CSU Fischer,,,,,,CDU/CSU,,81333,"[10, 14]",from protocol scraping 14/134 TEI/POI: Beifall bei der CDU/CSU -Joseph Fischer,,Frankfurt,,,,,,,Fischer,,,
,2921044,,['Bertram'],['Wieczrorek'],,Dr. Bertram Wieczrorek,,2019-07-05 21:28:05.337285+00:00,,,,Bertram,,84141,[12],"from protocol scraping 12/168 PDF/SP: Dr. Bertram Wieczrorek, Parl. Staatssekretär",,,,,['Parl. Staatssekretär'],,,,Wieczrorek,Dr.,,
,2921044,,['BÜNDNIS'],['GRÜNEN]'],,BÜNDNIS GRÜNEN],,2019-07-05 21:28:17.602125+00:00,,,,BÜNDNIS,,84142,[12],from protocol scraping 12/169 PDF/SP: Dr. Wolfgang Ullmann (BÜNDNIS 90/DIE GRÜNEN],,,111.0,,,,,,GRÜNEN],,,
,2921044,,['Uwe-Jens'],['Heuer:'],,Dr. Uwe-Jens Heuer:,,2019-07-05 21:42:29.661726+00:00,,,,Uwe-Jens,,84143,[12],from protocol scraping 12/234 PDF/SP: Dr. Uwe-Jens Heuer: (PDS/Linke Liste),,,,,,,,,Heuer:,Dr.,,
,2921044,,['CDU/CSU'],['Hörster'],,CDU/CSU Hörster,,,,,,CDU/CSU,,82396,[12],from protocol scraping 12/243 PDF/POI: Beifall bei der CDU/CSU –Joachim Hörster,,,107.0,,,,,,Hörster,,,
,2921044,,['Klaus-Dieter'],['Uelhof'],,Dr. Klaus-Dieter Uelhof,,2019-07-05 21:55:34.772234+00:00,,,,Klaus-Dieter,,84144,[13],from protocol scraping 13/030 PDF/SP: Dr. Klaus-Dieter Uelhof (CDU/CSU),,,107.0,,,,,,Uelhof,Dr.,,
,2921044,,['Petra'],['Ernstberger:'],,Petra Ernstberger:,,2019-07-05 22:07:54.257763+00:00,,,,Petra,,84148,[13],from protocol scraping 13/081 PDF/SP: Petra Ernstberger: (SPD),,,,,,,,,Ernstberger:,,,
,2921044,,['Die'],"['„wir""']",,"Die „wir""",,2019-07-05 20:01:10.262740+00:00,,,,Die,,84123,[11],"from protocol scraping 11/058 PDF/SP: Die Bundesregierung ist „wir"".",,,110.0,,,,,,"„wir""",,,
,2921044,,[''],['Seidenthal:'],,Seidenthal:,,2019-07-05 20:03:02.639787+00:00,,,,,,84124,[11],from protocol scraping 11/066 PDF/SP: Seidenthal: (SPD),,,,,,,,,Seidenthal:,,,
,2921044,,['Ich'],['lesen'],,Ich lesen,,2019-07-05 20:14:17.651485+00:00,,,,Ich,,84125,[11],from protocol scraping 11/113 PDF/SP: Ich kann Zeitungen lesen.,,,107.0,,,,,,lesen,,,
,2921044,,['sehr'],['alles'],,sehr alles,,2019-07-05 20:31:19.422978+00:00,,,,sehr,,84126,[11],"from protocol scraping 11/177 PDF/SP: sehr stark dominiert ist, aber das ist auch alles.",,,109.0,,,,,,alles,,,
,2921044,,['Mehr'],['nicht'],,Mehr nicht,,2019-07-05 20:35:47.067869+00:00,,,,Mehr,,84127,[11],from protocol scraping 11/194 PDF/SP: Mehr aber auch nicht.,,,110.0,,,,,,nicht,,,
,2921044,,['haben'],['enthalten'],,haben enthalten,,2019-07-05 20:41:09.490877+00:00,,,,haben,,84128,[11],from protocol scraping 11/211 PDF/SP: haben Sie sich in dieser Frage enthalten.,,,,,,,,,enthalten,,,
,2921044,,[''],['recht'],,recht,,2019-07-05 20:41:24.105895+00:00,,,,,,84129,[11],from protocol scraping 11/212 PDF/SP: Sie haben recht.,,,110.0,,,,,,recht,,,
,2921044,,['Aber'],['ändern'],,Aber ändern,,2019-07-05 20:42:27.060727+00:00,,,,Aber,,84130,[11],from protocol scraping 11/216 PDF/SP: Aber wir werden daran nichts ändern.,,,,,,,,,ändern,,,
,2921044,,['Thomas'],['Opperman'],,Thomas Opperman,,2019-07-05 22:15:02.963856+00:00,,,,Thomas,,84149,[None],from protocol scraping None/??? : Vizepräsident Thomas Opperman,,,,,['Vizepräsident'],,,,Opperman,,,
,2921044,,['Jürgen'],['Dusel'],,Jürgen Dusel,,2019-07-05 22:33:12.854231+00:00,,,,Jürgen,,84150,[19],from protocol scraping 19/095 Bundestag XML: Jürgen Dusel,,,,,,,,,Dusel,,,
,2921044,,['Nezahat'],['Baradari'],,Nezahat Baradari,,2019-07-05 22:34:00.659254+00:00,,,,Nezahat,,84151,[19],from protocol scraping 19/098 Bundestag XML: Nezahat Baradari,,,110.0,,,,,,Baradari,,,
,2921044,,['Jörg'],['ne'],,Jörg ne,,2019-07-05 22:34:27.148557+00:00,,,,Jörg,,84152,[19],from protocol scraping 19/100 Bundestag XML: Jörg Cezan ne,,,,,,,,,ne,,,
,2921044,,['Wo'],['Schäuble'],,Dr. Wo Schäuble,,2019-07-05 22:34:30.153128+00:00,,,,Wo,,84153,[None],from protocol scraping None/??? : Präsident Dr. Wo lfgang Schäuble,,,,,['Präsident'],,,,Schäuble,Dr.,,
,2921044,,['Dietmar'],['Woidke'],,Dr. Dietmar Woidke,,2019-07-05 22:35:23.492118+00:00,,,,Dietmar,,84154,[None],"from protocol scraping None/??? : Dr. Dietmar Woidke, Ministerpräsident (Brandenburg)",,,,,['Ministerpräsident '],,,,Woidke,Dr.,,
,2921044,,['Gerhard'],['Zickenheiner'],,Gerhard Zickenheiner,,2019-07-05 22:36:59.358120+00:00,,,,Gerhard,,84155,[19],from protocol scraping 19/108 Bundestag XML: Gerhard Zickenheiner,,,111.0,,,,,,Zickenheiner,,,
,2921044,,['Heidrun'],['Bluhm-Förster'],,Heidrun Bluhm-Förster,,2019-07-05 22:37:03.654254+00:00,,,,Heidrun,,84156,[19],from protocol scraping 19/108 Bundestag XML: Heidrun Bluhm-Förster,,,108.0,,,,,,Bluhm-Förster,,,
Dr. Dr.,2921044,,['Robert'],['Lehr'],,Dr. Robert Lehr,2921044.0,,1956-01-01,1883-01-01,,Robert,2.0,78146,[1],MDB Stammdata,"Jurist, Bundesminister des Inneren",,107.0,Celle,['parliamentarian'],,,,Lehr,Dr.,,1883.0
Dr.,2921044,,['Christine'],['Lucyga'],,Dr. Christine Lucyga,2921044.0,,,1944-01-01,,Christine,1.0,78221,"[11, 12, 13, 14, 15]",MDB Stammdata,"Fremdsprachenlehrerin, Literaturwissenschaftlerin",,110.0,Kolberg / Pommern,['parliamentarian'],,,,Lucyga,Dr.,,1944.0
,2921044,,['Rolf'],['Merker'],,Rolf Merker,2921044.0,,2002-01-01,1936-01-01,,Rolf,2.0,78318,"[8, 9]",MDB Stammdata,Druckermeister,,109.0,Burgsteinfurt,['parliamentarian'],,,,Merker,,,1936.0
,2921044,,['Diedrich'],['Austermann'],,Diedrich Austermann,,,,,,Diedrich,,82357,[12],from protocol scraping 12/222 PDF/POI: Diedrich Austermann,,,107.0,,,,,,Austermann,,,
,2921044,,['Cornelle'],['Sonntag-Wolgast'],,Dr. Cornelle Sonntag-Wolgast,,2019-07-05 22:01:52.580862+00:00,,,,Cornelle,,84147,[13],from protocol scraping 13/056 PDF/SP: Dr. Cornelle Sonntag-Wolgast (SPD),,,110.0,,,,,,Sonntag-Wolgast,Dr.,,
,2921044,,['DieterJulius'],['Cronenberg'],,DieterJulius Cronenberg,,,,,,DieterJulius,,82364,[12],from protocol scraping 12/225 PDF/POI: DieterJulius Cronenberg,,,,,,,,,Cronenberg,,,
Dr.,2921044,,['Siegfried'],['Moerchel'],,Dr. Siegfried Moerchel,2921044.0,,2002-01-01,1918-01-01,,Siegfried,2.0,78364,[2],MDB Stammdata,Praktischer Arzt,,107.0,Bagenz / Spremberg,['parliamentarian'],,,,Moerchel,Dr.,,1918.0
,2921044,,[''],['Emmerich'],,Dr. Emmerich,,,,,,,,82515,[11],from protocol scraping 11/097 PDF/SP: Dr. Emmerich (SPD),,,110.0,,,,,,Emmerich,Dr.,,
,2921044,,['Hans'],['Müller'],,Hans Müller (Erbendorf),2921044.0,,1974-01-01,1898-01-01,,Hans,2.0,78388,"[2, 3, 4]",MDB Stammdata,Kohleneinzelhändler,Erbendorf,110.0,Erbendorf,['parliamentarian'],,,,Müller,,,1898.0
,2921044,,['Paul'],['Neumann'],,Paul Neumann,2921044.0,,2015-01-01,1929-01-01,,Paul,2.0,78436,"[5, 6, 7, 8, 9]",MDB Stammdata,Gemeindedirektor a. D.,,110.0,Bad Ziegenhals / Schlesien,['parliamentarian'],,,,Neumann,,,1929.0
,2921044,,['Erich'],['Ollenhauer'],,Erich Ollenhauer,2921044.0,,1963-01-01,1901-01-01,,Erich,2.0,78485,"[1, 2, 3, 4]",MDB Stammdata,Vorsitzender der SPD,,110.0,Magdeburg,['parliamentarian'],,,,Ollenhauer,,,1901.0
,2921044,,['Helmut'],['Sauer'],,Helmut Sauer (Salzgitter),2921044.0,,,1945-01-01,,Helmut,2.0,78759,"[7, 8, 9, 10, 11, 12]",MDB Stammdata,Grundstücks- u. Wohnungswirtschaftskaufmann,Salzgitter,107.0,Gut Quickendorf / Krs. Frankenstein (Schlesien),['parliamentarian'],,,,Sauer,,,1945.0
,2921044,,['Michael'],['Catenhusen'],,Michael Catenhusen,,,,,,Michael,,81011,[13],from protocol scraping 13/170 TEI/POI: Michael Catenhusen,,,,,,,,,Catenhusen,,,
Dr.,2921044,,['Eberhard'],['Scharf'],,Dr. Eberhard Scharf,2921044.0,,,1956-01-01,,Eberhard,2.0,78780,[11],MDB Stammdata,Apotheker,,107.0,Lengenfeld / Stein-Bezirk Erfurt,['parliamentarian'],,,,Scharf,Dr.,,1956.0
,2921044,,['Manfred'],['Scherrer'],,Manfred Scherrer,2921044.0,,,1940-01-01,,Manfred,2.0,78797,[11],MDB Stammdata,Verlagskaufmann,,110.0,Neuwied,['parliamentarian'],,,,Scherrer,,,1940.0
,2921044,,['Josef'],['Schlick'],,Josef Schlick,2921044.0,,1977-01-01,1895-01-01,,Josef,2.0,78821,"[2, 3, 4]",MDB Stammdata,"Vizepräsident des Deutschen Bundestages, o. Universitätsprofessor",,107.0,Frankenthal,['parliamentarian'],,,,Schlick,,,1895.0
Dr.,2921044,,['Ferdinand'],['Schmidt'],,Dr. Ferdinand Schmidt (Krefeld),2921044.0,,1980-01-01,1918-01-01,,Ferdinand,2.0,78842,[6],MDB Stammdata,Medizinaldirektor,Krefeld,110.0,Kassel,['parliamentarian'],,,,Schmidt,Dr.,,1918.0
Dr.,2921044,,['Frank'],['Schmidt'],,Dr. Frank Schmidt (Dresden),2921044.0,,,1943-01-01,,Frank,2.0,78843,[11],MDB Stammdata,"Elektromechaniker, Diplomingenieur für Informationstechnik mit Lehrauftrag",Dresden,107.0,Leipzig,['parliamentarian'],,,,Schmidt,Dr.,,1943.0
,2921044,,['Michael'],['Schmude'],,Michael Schmude,2921044.0,,,1939-01-01,,Michael,2.0,78877,"[10, 11, 12, 13, 14]",MDB Stammdata,"Kaufmann, Landwirt",,107.0,Berlin,['parliamentarian'],,,,Schmude,,,1939.0
